director_name,actor_2_name,actor_1_name,movie_title,actor_3_name
Stanley Kubrick,Gary Lockwood,Keir Dullea,2001: A Space Odyssey ,Glenn Beck
Steven Spielberg,Dee Wallace,Henry Thomas,E.T. the Extra-Terrestrial ,Peter Coyote
Jon Kasdan,Elena Anaya,Kristen Stewart,In the Land of Women ,Dustin Milligan
Léa Pool,Marc Donato,William Hurt,The Blue Butterfly ,Raoul Max Trujillo
Floyd Mutrux,Kelli Williams,Ricky Schroder,There Goes My Baby ,Seymour Cassel
,,,,
Sajid Khan,Boman Irani,Arjun Rampal,Housefull ,Riteish Deshmukh
Christopher Cain,Taylor Handley,Jon Gries,September Dawn ,Trent Ford
Dean Wright,Eduardo Verástegui,Santiago Cabrera,For Greater Glory: The True Story of Cristiada ,Catalina Sandino Moreno
Eric Lartigau,Eric Elmosnino,Karin Viard,La Famille Bélier ,François Damiens
Gus Van Sant,Matt Damon,Robin Williams,Good Will Hunting ,Minnie Driver
Shintaro Shimosawa,Anthony Hopkins,Al Pacino,Misconduct ,Glen Powell
Darren Lynn Bousman,Shawnee Smith,Costas Mandylor,Saw III ,Leigh Whannell
Ivan Reitman,Harold Ramis,Bill Murray,Stripes ,Judge Reinhold
Peyton Reed,Lindsay Sloane,Kirsten Dunst,Bring It On ,Clare Kramer
James DeMonaco,Joseph Julian Soria,Frank Grillo,The Purge: Election Year ,Mykelti Williamson
Robert Iscove,Clea DuVall,Paul Walker,She's All That ,Kieran Culkin
Lee Daniels,Gabourey Sidibe,Mo'Nique,Precious ,Mariah Carey
Darren Lynn Bousman,Shawnee Smith,Costas Mandylor,Saw IV ,Angus Macfadyen
Geoffrey Sax,Keegan Connor Tracy,Deborah Kara Unger,White Noise ,Mike Dopud
Tyler Perry,Cicely Tyson,Boris Kodjoe,Madea's Family Reunion ,Blair Underwood
Martin Scorsese,Bill Cobbs,Tom Cruise,The Color of Money ,Mary Elizabeth Mastrantonio
Ken Annakin,Richard Beymer,Richard Burton,The Longest Day ,Eddie Albert
Stephen Herek,Shaun Weiss,Lane Smith,The Mighty Ducks ,Elden Henson
Takashi Shimizu,Clea DuVall,Sarah Michelle Gellar,The Grudge ,Ted Raimi
Dennis Dugan,Kevin Nealon,Adam Sandler,Happy Gilmore ,Frances Bay
Victor Salva,Patricia Belcher,Eileen Brennan,Jeepers Creepers ,Jonathan Breck
Stephen Herek,George Carlin,Keanu Reeves,Bill & Ted's Excellent Adventure ,Al Leong
Carol Reed,Ron Moody,Oliver Reed,Oliver! ,Jack Wild
John Madden,Penelope Wilton,Tom Wilkinson,The Best Exotic Marigold Hotel ,Celia Imrie
Chuck Sheetz,Andrew Lawrence,Diedrich Bader,Recess: School's Out ,Dabney Coleman
George Miller,Bruce Spence,Tina Turner,Mad Max Beyond Thunderdome ,Angelo Rossitto
Mark L. Lester,Vernon Wells,Bill Duke,Commando ,Rae Dawn Chong
William Brent Bell,Rupert Evans,Lauren Cohan,The Boy ,Stephanie Lemelin
John Erick Dowdle,Bokeem Woodbine,Bojana Novakovic,Devil ,Geoffrey Arend
Marcus Raboy,Mike Epps,John Witherspoon,Friday After Next ,Katt Williams
Leigh Whannell,Hayley Kiyoko,Lin Shaye,Insidious: Chapter 3 ,Leigh Whannell
Michael Schultz,Vanity,Mike Starr,The Last Dragon ,Keshia Knight Pulliam
Guy Ritchie,Brad Pitt,Jason Statham,Snatch ,Jason Flemyng
Brett Leonard,Austin O'Brien,Jeff Fahey,The Lawnmower Man ,Troy Evans
Peter Sollett,Alexis Dziena,Ari Graynor,Nick and Norah's Infinite Playlist ,Aaron Yoo
Kevin Smith,Janeane Garofalo,Matt Damon,Dogma ,George Carlin
Bob Dolman,Eva Amurri Martino,Erika Christensen,The Banger Sisters ,Sal Lopez
Joe Dante,Al Leong,Albert Brooks,Twilight Zone: The Movie ,Vic Morrow
Rowdy Herrington,Kevin Tighe,Ben Gazzara,Road House ,Kelly Lynch
Keenen Ivory Wayans,Salli Richardson-Whitfield,Jada Pinkett Smith,A Low Down Dirty Shame ,Charles S. Dutton
John Polson,Shiri Appleby,Erika Christensen,Swimfan ,Jason Ritter
Greg Coolidge,Danny Woodburn,Dane Cook,Employee of the Month ,Jessica Simpson
Harry Elfont,Lauren Ambrose,Ethan Embry,Can't Hardly Wait ,Charlie Korsmo
Francis Ford Coppola,William Smith,Tom Cruise,The Outsiders ,Tom Waits
David Lowery,Oona Laurence,Bryce Dallas Howard,Pete's Dragon ,Isiah Whitlock Jr.
David Cronenberg,Herbert Lom,Tom Skerritt,The Dead Zone ,Anthony Zerbe
Ciarán Foy,James Ransone,Laila Haley,Sinister 2 ,Jaden Klein
Salim Akil,Curtis Armstrong,Omari Hardwick,Sparkle ,Mike Epps
Jamie Blanks,Jessica Capshaw,Marley Shelton,Valentine ,Johnny Whitworth
Olatunde Osunsanmi,Will Patton,Milla Jovovich,The Fourth Kind ,Hakeem Kae-Kazim
Robert Altman,Virginia Madsen,Meryl Streep,A Prairie Home Companion ,Lily Tomlin
Leon Ichaso,Clarence Williams III,Khandi Alexander,Sugar Hill ,Steve Harris
Joseph Zito,Richard Lynch,Billy Drago,Invasion U.S.A. ,Eddie Jones
Malcolm D. Lee,Brandon T. Jackson,Jurnee Smollett-Bell,Roll Bounce ,Shad Moss
Wes Anderson,Connie Nielsen,Bill Murray,Rushmore ,Olivia Williams
Colin Strause,Donald Faison,David Zayas,Skyline ,Brittany Daniel
John Madden,Celia Imrie,Tina Desai,The Second Best Exotic Marigold Hotel ,Ronald Pickup
Patricia Rozema,Jane Krakowski,Julia Ormond,Kit Kittredge: An American Girl ,Willow Smith
Mark Rosman,Chris Noth,Ben Feldman,The Perfect Man ,Vanessa Lengies
Spike Lee,Nicholas Turturro,Denzel Washington,Mo' Better Blues ,Charlie Murphy
Steve Oedekerk,Simon Rhee,Steve Oedekerk,Kung Pow: Enter the Fist ,Jennifer Tung
Ron Underwood,Ariana Richards,Reba McEntire,Tremors ,Michael Gross
Rob Schmidt,Lindy Booth,Kevin Zegers,Wrong Turn ,Julian Richings
Walter Hill,David Carradine,Dennis Quaid,The Long Riders ,Randy Quaid
James Foley,Paul Ben-Victor,Byron Mann,The Corruptor ,Kim Chan
Jeff Nichols,Tye Sheridan,Matthew McConaughey,Mud ,Sam Shepard
Robert Ben Garant,Thomas Lennon,Wendi McLendon-Covey,Reno 911!: Miami ,Carlos Alazraqui
Morgan Spurlock,Zayn Malik,Harry Styles,One Direction: This Is Us ,Niall Horan
Neal Brennan,Noureen DeWulf,Rob Riggle,"The Goods: Live Hard, Sell Hard ",Charles Napier
Tuck Tucker,Vincent Schiavelli,Jennifer Jason Leigh,Hey Arnold! The Movie ,Paul Sorvino
Simon Curtis,Toby Jones,Eddie Redmayne,My Week with Marilyn ,Julia Ormond
Richard Shepard,Philip Baker Hall,Adam Scott,The Matador ,Hope Davis
Theodore Witcher,Nia Long,Leonard Roberts,Love Jones ,Larenz Tate
Joel Edgerton,Allison Tolman,Busy Philipps,The Gift ,Wendell Pierce
Jim Hanon,Chad Allen,Chase Ellison,End of the Spear ,Jack Guzman
Tommy O'Haver,Kirsten Dunst,Mila Kunis,Get Over It ,Carmen Electra
Mike Judge,Stephen Root,Gary Cole,Office Space ,Diedrich Bader
Michael Patrick Jann,Kirstie Alley,Kirsten Dunst,Drop Dead Gorgeous ,Ellen Barkin
Tim Burton,Danny Huston,Christoph Waltz,Big Eyes ,Jon Polito
Peter Berg,Daniel Stern,Jon Favreau,Very Bad Things ,Jeanne Tripplehorn
Joe Nussbaum,Alexa PenaVega,Steve Carell,Sleepover ,Hunter Parrish
Brian De Palma,Dennis Franz,Melanie Griffith,Body Double ,Gregg Henry
Jorma Taccone,Will Forte,Jasper Cole,MacGruber ,Powers Boothe
Stephen Frears,Benedict Wong,Sophie Okonedo,Dirty Pretty Things ,Sergi López
Elizabeth Banks,Kate Winslet,Hugh Jackman,Movie 43 ,Seth MacFarlane
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,Johnny Depp,The Tourist ,Rufus Sewell
Jeff Lowell,William Morgan Sheppard,Stephen Root,Over Her Dead Body ,Wendi McLendon-Covey
Lorene Scafaria,Mark Moses,Steve Carell,Seeking a Friend for the End of the World ,Rob Huebel
Miguel Arteta,Stephen Root,Kurtwood Smith,Cedar Rapids ,Alia Shawkat
,,,,
Tony Kaye,Beverly D'Angelo,Ethan Suplee,American History X ,Stacy Keach
Marcus Dunstan,Johanna Braddy,Daniel Sharman,The Collection ,Lee Tergesen
Timothy Björklund,Kelsey Grammer,Nathan Lane,Teacher's Pet ,Jerry Stiller
François Girard,Clotilde Mollet,Johannes Silberschneider,The Red Violin ,Carlo Cecchi
David Lynch,Richard Farnsworth,Sissy Spacek,The Straight Story ,Everett McGill
Scott Kalvert,James Franco,Norman Reedus,Deuces Wild ,Frankie Muniz
Jason Bateman,Philip Baker Hall,Beth Grant,Bad Words ,Patricia Belcher
David Schwimmer,Iddo Goldberg,Dylan Moran,"Run, Fatboy, Run ",India de Beaufort
Allan Arkush,Randy Quaid,Bernadette Peters,Heartbeeps ,Christopher Guest
Mike Binder,Gillian Jacobs,Jennifer Ehle,Black or White ,Jillian Estell
Eric Bross,Tamala Jones,Jerry Stiller,On the Line ,Dave Foley
Werner Herzog,Toby Huss,Christian Bale,Rescue Dawn ,François Chau
Dan Fogelman,Jennifer Garner,Al Pacino,Danny Collins ,Melissa Benoist
Jay Duplass,Evan Ross,Judy Greer,"Jeff, Who Lives at Home ",Rae Dawn Chong
Luca Guadagnino,Waris Ahluwalia,Flavio Parenti,I Am Love ,Alba Rohrwacher
John Putch,Diedrich Bader,Robert Picardo,Atlas Shrugged II: The Strike ,Esai Morales
Peter Medak,Michael Wincott,Gary Oldman,Romeo Is Bleeding ,Lena Olin
Steven Soderbergh,Lesley Ann Warren,Peter Fonda,The Limey ,William Lucking
Paul Haggis,Loretta Devine,Don Cheadle,Crash ,Jennifer Esposito
Terence Davies,Anthony LaPaglia,Eric Stoltz,The House of Mirth ,Elizabeth McGovern
Harley Cokeliss,Tracey Walter,Cliff Robertson,Malone ,Dennis Burkley
Victor Salva,Tim DeKay,Scott Mechlowicz,Peaceful Warrior ,Agnes Bruckner
Tom Brady,Kevin Nealon,Don Johnson,Bucky Larson: Born to Be a Star ,Nicholas Turturro
Spike Lee,Michael Rapaport,Gillian White,Bamboozled ,Jada Pinkett Smith
Jason Zada,Stephanie Vogt,Eoin Macken,The Forest ,Gen Seto
Franklin J. Schaffner,William Hootkins,Frank Langella,Sphinx ,John Gielgud
Noah Baumbach,Maria Dizzia,Naomi Watts,While We're Young ,Dree Hemingway
Chris Weitz,Eddie 'Piolin' Sotelo,Demián Bichir,A Better Life ,Robert Peters
David Cronenberg,John Neville,Miranda Richardson,Spider ,Lynn Redgrave
Eric Blakeney,Oliver Platt,Liam Neeson,Gun Shy ,Mitch Pileggi
Douglas McGrath,Anne Hathaway,Charlie Hunnam,Nicholas Nickleby ,Jim Broadbent
Ariel Vromen,James Franco,Chris Evans,The Iceman ,Robert Davi
,,,,
Rakesh Roshan,Rekha,Naseeruddin Shah,Krrish ,Sharat Saxena
John Waters,Melanie Griffith,Alicia Witt,Cecil B. DeMented ,Kevin Nealon
William Friedkin,Scott A. Martin,Matthew McConaughey,Killer Joe ,Carol Sutton
Derrick Borte,Gary Cole,Demi Moore,The Joneses ,Robert Pralgo
Richard Kwietniowski,Minnie Driver,Philip Seymour Hoffman,Owning Mahowny ,Maury Chaykin
Bob Odenkirk,Lee Majors,Jenna Fischer,The Brothers Solomon ,Will Forte
Kar-Wai Wong,Norah Jones,Natalie Portman,My Blueberry Nights ,Adriane Lenox
John Turturro,Ben Gazzara,Beverly D'Angelo,Illuminata ,George DiCenzo
Guy Ritchie,Jeanne Tripplehorn,Bruce Greenwood,Swept Away ,David Thornton
Joshua Seftel,Sergej Trifunovic,Bashar Rahal,"War, Inc. ",Ned Bellamy
Stephen Chow,Karen Mok,Wei Zhao,Shaolin Soccer ,Kwok-Kwan Chan
Vincent Gallo,Cheryl Tiegs,Vincent Gallo,The Brown Bunny ,Anna Vareschi
Claude Chabrol,François Cluzet,Isabelle Huppert,The Swindle ,Michel Serrault
Jon Stewart,Claire Foy,Numan Acar,Rosewater ,Haluk Bilginer
Bigas Luna,Aitana Sánchez-Gijón,Olivier Martinez,The Chambermaid on the Titanic ,Romane Bohringer
Ralph Fiennes,Ashraf Barhom,Gerard Butler,Coriolanus ,Lubna Azabal
Dan Harris,Ryan Donowho,Kip Pardue,Imaginary Heroes ,Larry Fessenden
Mel Smith,Danny Dyer,Minnie Driver,High Heels and Low Lifes ,Mary McCormack
Bobcat Goldthwait,Daryl Sabara,Robin Williams,World's Greatest Dad ,Henry Simmons
Christopher Smith,Toby Stephens,Danny Dyer,Severance ,Laura Harris
Stuart Gordon,Dulé Hill,Joe Mantegna,Edmond ,Jeffrey Combs
Jake Scott,Ally Sheedy,Kristen Stewart,Welcome to the Rileys ,Kerry Cahill
Alan Metter,Michael Winslow,Christopher Lee,Police Academy: Mission to Moscow ,G.W. Bailey
Jeb Stuart,Nate Parker,Ricky Schroder,Blood Done Sign My Name ,Lee Norris
Rafa Lara,Andrés Montiel,Jorge Luis Moreno,"Cinco de Mayo, La Batalla ",William Miller
Michael Radford,Jared Gilman,Chris Noth,Elsa & Fred ,James Brolin
Arthur Hiller,Harvey Weinstein,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,Ryan O'Neal
Michael Meredith,Justin Timberlake,Jeff Bridges,The Open Road ,Ted Danson
Julio DePietro,Scott Porter,Adrian Martinez,The Good Guy ,Aaron Yoo
Katherine Dieckmann,Minnie Driver,Stephanie Szostak,Motherhood ,Anthony Edwards
William Dear,Corbin Bleu,Madison Pettis,Free Style ,Sandra Echeverría
Kim Farrant,Reef Ireland,Nicholas Hamilton,Strangerland ,Sean Keenan
Marcus Raboy,Tamala Jones,Mike Epps,The Janky Promoters ,Glenn Plummer
Scott Marshall,Drew Waters,Drew Fuller,Blonde Ambition ,Larry Miller
Álex de la Iglesia,Leonor Watling,Jim Carter,The Oxford Murders ,Danny Sapani
Andrew Traucki,Gyton Grantley,Damian Walshe-Howling,The Reef ,Adrienne Pickering
Michael Clancy,Rip Torn,Zooey Deschanel,Eulogy ,Kelly Preston
Patrick Lussier,Craig Fairbrass,Teryl Rothery,White Noise 2: The Light ,Adrian Holmes
Robert Adetuyi,Mishael Morgan,Shane Pollard,You Got Served: Beat the World ,Chase Armitage
Kari Skogland,Kevin Zegers,Jim Sturgess,Fifty Dead Men Walking ,Michael McElhatton
Taedong Park,Tom Arnold,Drake Bell,Jungle Shuffle ,Amanda Troop
Paul Schrader,Ayelet Zurer,Veronica Ferres,Adam Resurrected ,Derek Jacobi
Benedikt Erlingsson,Charlotte Bøving,Ingvar Eggert Sigurðsson,Of Horses and Men ,Sigríður María Egilsdóttir
Gurinder Chadha,Mark Addy,Sendhil Ramamurthy,It's a Wonderful Afterlife ,Shabana Azmi
Jason Connery,Henry Rollins,Ray Winstone,The Devil's Tomb ,Jason London
Vic Sarin,Jesse Moss,Jimi Mistry,Partition ,John Light
Jim Issa,Luke Perry,Elaine Hendrix,Good Intentions ,Jon Gries
Jee-woon Kim,Woo-sung Jung,Kang-ho Song,"The Good, the Bad, the Weird ",Dal-su Oh
Douglas Aarniokoski,Katrina Bowden,Boris Kodjoe,Nurse 3D ,Kathleen Turner
William Phillips,Callum Rennie,Tyler Mane,Gunless ,Dustin Milligan
Greg Mottola,Martin Starr,Kristen Stewart,Adventureland ,Wendie Malick
Andy Garcia,Victor Rivers,Danny Pino,The Lost City ,Enrique Murciano
Steve Carr,Mike Epps,John Witherspoon,Next Friday ,Rolando Molina
Sarik Andreasyan,Jordana Brewster,Hayden Christensen,American Heist ,Akon
Lewis Gilbert,Burt Kwouk,Donald Pleasence,You Only Live Twice ,Desmond Llewelyn
Julian Gilbey,Alfie Allen,Mem Ferda,Plastic ,Malese Jow
Michael Haneke,Emmanuelle Riva,Isabelle Huppert,Amour ,Jean-Louis Trintignant
Gary Sherman,Heather O'Rourke,Tom Skerritt,Poltergeist III ,Zelda Rubinstein
Valeri Milev,Roger Cross,Daniella Alonso,Re-Kill ,Jesse Garcia
Stanley Kramer,Sid Caesar,Jonathan Winters,"It's a Mad, Mad, Mad, Mad World ",Spencer Tracy
Pedro Almodóvar,Lola Dueñas,Carmen Maura,Volver ,Antonio de la Torre
Gerald Potterton,Joe Flaherty,John Vernon,Heavy Metal ,Don Francks
Jared Hess,Michael Angarano,Jizelle Jade,Gentlemen Broncos ,Héctor Jiménez
Richard Loncraine,Jim Broadbent,Robert Downey Jr.,Richard III ,Kristin Scott Thomas
David Hackl,Michaela McManus,Scott Glenn,Into the Grizzly Maze ,Luisa D'Oliveira
Anurag Basu,Steven Michael Quezada,Bárbara Mori,Kites ,Kabir Bedi
Lars von Trier,Kirsten Dunst,Alexander Skarsgård,Melancholia ,Charlotte Rampling
Kriv Stenders,Keisha Castle-Hughes,Noah Taylor,Red Dog ,Luke Ford
Yash Chopra,Katrina Kaif,Shah Rukh Khan,Jab Tak Hai Jaan ,Vic Waghorn
Ridley Scott,Yaphet Kotto,Tom Skerritt,Alien ,Bolaji Badejo
Tobe Hooper,Edwin Neal,Gunnar Hansen,The Texas Chain Saw Massacre ,Marilyn Burns
Floria Sigismondi,Scout Taylor-Compton,Kristen Stewart,The Runaways ,Johnny Lewis
Norman Jewison,Paul Michael Glaser,Topol,Fiddler on the Roof ,Rosalind Harris
Terence Young,Earl Cameron,Desmond Llewelyn,Thunderball ,Lois Maxwell
Joseph Kahn,Shanley Caswell,Josh Hutcherson,Detention ,Parker Bagley
Ferzan Ozpetek,Alessandro Preziosi,Riccardo Scamarcio,Loose Cannons ,Lunetta Savino
F. Gary Gray,Jada Pinkett Smith,Vivica A. Fox,Set It Off ,Blair Underwood
Malcolm D. Lee,Sanaa Lathan,Harold Perrineau,The Best Man ,Jarrod Bunch
Tom Holland,Alex Vincent,Catherine Hicks,Child's Play ,Dinah Manoff
Michael Moore,Tucker Albrizzi,Michael Moore,Sicko ,Bill Clinton
James DeMonaco,Zach Gilford,Noel Gugliemi,The Purge: Anarchy ,Roberta Valderrama
Kris Isacsson,Lauren German,Rosario Dawson,Down to You ,Shawn Hatosy
Danny Leiner,Fred Willard,Ethan Embry,Harold & Kumar Go to White Castle ,Paula Garcés
Rod Lurie,Gary Oldman,Jeff Bridges,The Contender ,William Petersen
Ben Younger,Nia Long,Vin Diesel,Boiler Room ,Herbert Russell
John Landis,Denholm Elliott,Don Ameche,Trading Places ,Ralph Bellamy
Glen Morgan,Crystal Lowe,Oliver Hudson,Black Christmas ,Andrea Martin
Daniel Taplitz,Tate Taylor,Jennifer Esposito,Breakin' All the Rules ,Patrick Cranshaw
Kenneth Branagh,Derek Jacobi,Brian Blessed,Henry V ,Danny Webb
Tamara Jenkins,David Zayas,Philip Seymour Hoffman,The Savages ,Gbenga Akinnagbe
Linda Mendoza,Freddy Rodríguez,Carlos Ponce,Chasing Papi ,Maria Conchita Alonso
Christopher McQuarrie,Nicky Katt,Kristin Lehman,The Way of the Gun ,Dylan Kussman
Burr Steers,Rory Culkin,Kieran Culkin,Igby Goes Down ,Bill Irwin
Hart Bochner,Matt Ross,Jon Favreau,PCU ,Chris Young
Michael O. Sajbel,Drew Fuller,Bill Cobbs,The Ultimate Gift ,Mircea Monroe
,,,,
Stewart Raffill,John Carradine,Anjelica Huston,The Ice Pirates ,Robert Urich
Davis Guggenheim,John Doman,Emma Bell,Gracie ,Carly Schroeder
Bart Freundlich,Garry Shandling,Billy Crudup,Trust the Man ,Dagmara Dominczyk
Andrew Fleming,Amy Poehler,Steve Coogan,Hamlet 2 ,David Arquette
Todd Haynes,Eddie Izzard,Christian Bale,Velvet Goldmine ,Janet McTeer
Hong-jin Na,Jun Kunimura,Jung-min Hwang,The Wailing ,Woo-hee Chun
Kevin Tancharoen,Heather Morris,Lea Michele,Glee: The 3D Concert Movie ,Kevin McHale
Chatrichalerm Yukol,Chatchai Plengpanich,Sarunyu Wongkrachang,The Legend of Suriyothai ,Mai Charoenpura
Dario Argento,Adrienne Barbeau,John Amos,Two Evil Eyes ,Sally Kirkland
Eric Lavaine,Julie Engelbrecht,Lambert Wilson,Barbecue ,Lionel Abelanski
Mike Leigh,Ruth Sheen,Lesley Manville,All or Nothing ,Gary McDonald
Marc Forby,Will Patton,Q'orianka Kilcher,Princess Kaiulani ,Shaun Evans
Peter Cattaneo,Vince Colosimo,Jacqueline McKenzie,Opal Dream ,Peter Callan
Scott Mann,Joshua Mikel,Robert De Niro,Heist ,D.B. Sweeney
Ole Christian Madsen,Thure Lindhardt,Lars Mikkelsen,Flame and Citron ,Christian Berkel
Meiert Avis,Kip Pardue,Fisher Stevens,Undiscovered ,Perrey Reeves
Julian Jarrold,Warren Clarke,Andrew Garfield,Red Riding: In the Year of Our Lord 1974 ,John Henshaw
André Téchiné,Ronit Elkabetz,Catherine Deneuve,The Girl on the Train ,Émilie Dequenne
Emily Young,Erika Christensen,Sarah Michelle Gellar,Veronika Decides to Die ,Jonathan Tucker
Peter Faiman,Linda Kozlowski,Paul Hogan,Crocodile Dundee ,David Gulpilil
Martyn Pick,Steven Waddington,Sean Pertwee,"Ultramarines: A Warhammer 40,000 Movie ",Donald Sumpter
Roland Suso Richter,Sarah Polley,Stephen Graham,The I Inside ,Stephen Rea
Jeremy Sims,Gyton Grantley,Harrison Gilbertson,Beneath Hill 60 ,Steve Le Marquand
Maïwenn,Maïwenn,Riccardo Scamarcio,Polisse ,Karin Viard
Joby Harold,Fisher Stevens,Hayden Christensen,Awake ,Denis O'Hare
,,,,
Ekachai Uekrongtham,Mike Dopud,Michael Jai White,Skin Trade ,Celina Jade
Joel Schumacher,Jami Gertz,Dianne Wiest,The Lost Boys ,Jason Patric
Scott Cooper,Beth Grant,Jeff Bridges,Crazy Heart ,Debrianna Mansini
Mark Rydell,Frederic Forrest,David Keith,The Rose ,Alan Bates
David E. Talbert,Christina Milian,Djimon Hounsou,Baggage Claim ,Boris Kodjoe
Roger Vadim,David Hemmings,Jane Fonda,Barbarella ,Milo O'Shea
Nils Gaup,Louisa Milwood-Haigh,Bjørn Sundquist,Shipwrecked ,Stian Smestad
Alexander Payne,Chris Klein,Matthew Broderick,Election ,Molly Hagan
Mira Nair,Brooke Smith,Jacinda Barrett,The Namesake ,Tabu
Ari Sandel,Romany Malco,Bella Thorne,The DUFF ,Skyler Samuels
Vondie Curtis-Hall,Max Beesley,Mariah Carey,Glitter ,Valarie Pettiford
Tom Elkins,Cicely Tyson,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia ,Brad James
Woo-Suk Kang,Sung-kee Ahn,Yu-mi Jeong,Silmido ,Kyung-gu Sol
Jane Campion,Paul Schneider,Abbie Cornish,Bright Star ,Samuel Roukin
Karan Johar,Jimmy Shergill,Shah Rukh Khan,My Name Is Khan ,Christopher B. Duncan
Herbert Ross,Chris Penn,Dianne Wiest,Footloose ,Lori Singer
J.C. Chandor,,Robert Redford,All Is Lost ,
John Sayles,Casey Siemaszko,Mary Elizabeth Mastrantonio,Limbo ,Vanessa Martinez
Vipul Amrutlal Shah,Clive Standen,Katrina Kaif,Namastey London ,Riteish Deshmukh
Ken Loach,Orla Fitzgerald,Padraic Delaney,The Wind That Shakes the Barley ,Martin Lucey
Ayan Mukerji,Madhuri Dixit,Ranbir Kapoor,Yeh Jawaani Hai Deewani ,Aditya Roy Kapoor
John G. Avildsen,William Zabka,Martin Kove,The Karate Kid ,William Bassett
Mervyn LeRoy,Deborah Kerr,Peter Ustinov,Quo Vadis ,Robert Taylor
Darren Lynn Bousman,Paris Hilton,Alexa PenaVega,Repo! The Genetic Opera ,Paul Sorvino
Serdar Akar,Bergüzar Korel,Necati Sasmaz,Valley of the Wolves: Iraq ,Ghassan Massoud
Quentin Tarantino,Eric Stoltz,Bruce Willis,Pulp Fiction ,Phil LaMarr
James Frawley,Jim Henson,Madeline Kahn,The Muppet Movie ,Dom DeLuise
Dan Gilroy,Michael Papajohn,Jake Gyllenhaal,Nightcrawler ,James Huang
Jay Chandrasekhar,Lindsay Price,Brittany Daniel,Club Dread ,Jay Chandrasekhar
Robert Wise,Angela Cartwright,Eleanor Parker,The Sound of Music ,Nicholas Hammond
Ron Howard,Howard Morris,Tom Hanks,Splash ,Patrick Cronin
Jonathan Dayton,Steven Christopher Parker,Steve Carell,Little Miss Sunshine ,Jill Talley
Rob Reiner,Frances Lee McCain,Marshall Bell,Stand by Me ,Casey Siemaszko
Danny Boyle,Megan Burns,Noah Huntley,28 Days Later... ,David Schneider
Chris Stokes,Marques Houston,Jennifer Freeman,You Got Served ,Steve Harvey
Don Siegel,Patrick McGoohan,Clint Eastwood,Escape from Alcatraz ,Fred Ward
Rick Famuyiwa,Sanaa Lathan,Boris Kodjoe,Brown Sugar ,Wendell Pierce
Martin Lawrence,Lynn Whitfield,Faizon Love,A Thin Line Between Love and Hate ,Della Reese
Jonathan Levine,Anna Kendrick,Joseph Gordon-Levitt,50/50 ,Bryce Dallas Howard
Masayuki Ochiai,David Denman,James Kyson,Shutter ,Daisy Betts
